Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,CarbonEmission
3,0,2,1,0,1,0,184,3,68,3,5,24,8,20,0,2398
0,1,1,1,1,0,2,123,3,430,3,1,17,41,12,1,1678
2,1,1,0,0,0,2,225,2,1016,1,6,14,34,9,0,2688
3,0,2,0,0,2,0,211,0,2597,0,6,20,34,8,0,2259
0,0,0,0,3,1,1,276,2,54,3,7,21,20,13,2,3281
3,0,0,1,2,2,2,50,3,3729,1,1,7,26,16,0,3560
0,1,0,3,0,0,0,66,2,1067,3,5,19,21,13,2,2080
1,1,3,3,1,1,0,109,3,24,0,7,15,27,15,2,1555
3,0,3,1,2,0,2,161,2,1499,2,4,24,10,16,2,3555
0,1,2,0,0,0,0,207,1,191,0,1,17,30,4,1,1095
2,0,2,3,1,1,1,107,2,46,2,3,9,21,8,1,2777
2,1,2,1,1,1,2,255,1,66,3,1,3,41,14,1,1761
2,1,3,3,0,0,1,236,0,1818,3,7,10,22,4,0,1737
1,1,3,3,2,1,1,268,0,33,2,1,3,25,7,0,1255
3,0,3,3,0,0,0,201,1,1193,0,6,1,44,10,2,1952
2,1,3,3,3,1,1,264,3,75,1,4,23,42,12,2,2330
1,1,1,1,3,0,2,98,3,1712,0,1,0,36,4,0,1617
0,0,0,0,1,1,0,295,2,65,3,7,4,21,1,2,3033
3,0,3,1,1,2,1,190,1,7590,3,3,22,35,11,0,2514
0,0,3,2,2,2,1,51,1,7943,3,6,21,49,5,0,4014
2,0,2,1,0,0,2,243,1,104,0,1,11,24,5,1,1095
1,1,0,0,2,1,2,132,3,32,3,4,21,26,4,1,1974
2,0,1,3,0,0,1,109,3,622,2,2,17,19,9,2,1707
3,0,1,2,0,2,2,282,3,4700,2,2,5,39,16,1,1933
1,0,3,3,2,1,1,125,3,71,3,3,17,49,16,1,2742
3,1,3,3,1,2,1,156,3,7398,1,4,0,32,9,2,2282
2,0,0,3,0,2,0,88,0,8656,1,1,4,50,10,1,3680
0,0,2,0,0,1,0,108,3,14,3,1,19,1,20,0,1342
2,1,3,0,2,2,1,111,1,3826,0,7,9,7,0,0,2045
3,0,2,2,0,0,1,253,1,825,1,4,21,8,15,2,1950
0,1,3,1,0,0,2,200,2,417,3,7,22,0,17,2,2569
1,1,2,3,2,1,2,139,0,27,2,7,12,21,0,1,1582
0,0,2,2,2,2,1,260,1,9767,1,7,3,3,13,2,5145
1,1,1,3,1,1,2,261,0,44,2,5,14,19,9,2,1082
3,0,3,0,2,1,2,160,3,7,3,5,17,1,11,0,2637
1,0,2,3,3,1,1,175,2,21,3,5,13,14,7,2,2937
3,1,2,0,3,0,0,291,0,1615,2,7,1,33,0,2,2095
1,1,2,3,0,0,0,90,2,1078,1,7,14,14,6,0,2056
3,1,1,1,3,2,1,155,2,8877,2,7,9,20,3,1,4231
0,0,1,1,0,1,1,127,0,49,3,7,23,9,18,1,1634
1,0,0,3,2,1,2,246,0,66,2,4,12,45,8,0,1737
1,0,2,1,3,2,0,208,1,5539,2,4,15,41,12,1,2686
2,1,2,2,0,1,2,260,3,87,3,7,16,37,12,2,2703
0,0,3,2,3,0,0,52,0,555,1,1,5,47,13,0,1262
3,0,1,1,2,2,1,133,3,8026,2,7,2,26,8,0,6176
1,0,1,0,0,2,0,221,0,6134,3,1,24,13,10,2,1864
0,1,2,1,0,1,0,107,1,50,0,7,8,7,9,1,538
1,1,3,3,3,1,2,262,1,40,2,6,2,4,19,1,1530
3,1,1,0,0,1,1,63,0,21,3,1,4,15,7,2,691
1,0,3,1,0,0,1,126,1,511,2,5,23,3,17,2,1182
3,1,1,3,0,0,1,269,1,344,1,5,22,39,8,1,1638
0,1,0,2,0,0,2,106,0,436,2,2,23,37,1,0,998
1,0,2,3,1,0,0,113,2,673,2,7,8,18,23,1,2726
2,0,3,2,0,2,0,261,0,6571,2,7,0,46,9,1,4038
1,0,1,2,2,1,0,267,0,14,0,4,19,36,10,1,1396
1,1,1,1,2,1,0,111,1,18,3,4,0,29,2,0,1575
0,0,3,2,3,2,2,127,2,8457,2,4,9,36,0,0,4729
1,1,2,2,0,2,0,170,3,2463,2,2,5,21,5,1,1780
0,0,1,1,2,0,0,242,0,145,1,5,13,42,7,0,1376
3,1,0,1,3,0,1,269,1,1763,3,4,22,25,10,0,1813
0,1,3,3,2,0,2,206,1,688,3,7,22,31,17,2,2002
0,0,0,0,2,2,2,220,0,1170,0,2,5,9,10,2,1208
2,1,3,1,0,2,2,285,3,5102,0,5,16,20,12,2,3166
1,1,0,3,1,1,2,142,1,91,3,4,8,3,20,1,1134
2,1,3,0,3,1,2,91,0,39,3,2,22,12,3,2,974
0,1,2,1,0,2,2,152,3,2222,0,1,1,17,17,2,2009
0,1,3,0,0,1,1,157,0,86,3,7,2,27,11,0,1418
0,0,2,2,1,1,0,169,0,1,0,5,3,7,13,2,926
1,1,1,2,3,1,2,150,0,32,3,1,4,30,6,0,793
1,0,1,1,2,0,0,156,0,1941,3,3,21,5,17,1,1571
3,1,0,0,3,2,2,214,1,9623,3,1,24,38,21,2,3200
2,0,2,0,0,2,1,248,0,6726,1,5,5,27,7,2,3362
2,1,2,1,0,0,1,283,3,626,3,3,1,38,8,1,2262
3,0,0,1,1,0,2,108,2,1257,2,4,0,14,3,0,2787
1,0,1,0,2,1,0,98,2,10,2,7,14,43,12,2,3451
3,0,3,3,0,2,2,293,1,4206,1,7,3,35,3,1,2629
3,0,2,3,3,1,0,270,0,1,2,1,14,11,3,0,1302
3,0,2,2,1,2,0,279,2,7185,2,4,7,30,24,0,3859
0,1,3,3,3,2,2,229,1,3225,1,5,6,10,16,0,1878
0,0,1,1,0,0,0,266,0,843,1,7,2,14,5,0,947
1,1,0,1,0,1,0,79,2,3,1,2,23,43,23,1,2005
3,1,2,1,2,0,2,293,3,8,2,6,12,27,17,2,3316
2,0,0,0,3,2,2,288,2,4362,1,5,6,36,21,0,5279
0,1,2,1,3,1,2,276,3,69,1,2,0,3,23,1,1259
1,0,2,1,1,2,2,240,1,8046,0,1,8,11,15,0,4552
0,0,0,2,1,2,0,97,0,6852,2,3,7,8,23,1,2225
3,0,3,1,3,1,0,202,3,57,1,6,5,2,8,0,2039
2,0,2,3,1,2,1,154,2,7926,1,5,18,47,2,0,5735
2,0,0,3,2,2,1,173,2,5391,2,4,13,2,0,2,2866
3,1,1,0,2,1,2,81,0,19,3,7,12,14,24,1,2014
2,1,1,2,2,2,0,125,2,3775,2,4,10,30,13,0,3617
2,0,3,1,3,0,2,158,1,1532,1,6,17,4,8,0,1404
0,1,1,2,2,1,0,79,3,5,0,6,10,17,9,1,1664
0,0,1,3,3,0,1,293,2,737,1,3,12,29,18,0,2598
3,0,0,0,1,0,0,56,1,1587,2,1,0,6,9,2,1153
3,1,1,1,0,2,0,101,2,59,3,3,18,39,14,0,2754
0,1,0,1,2,0,0,52,2,1010,1,7,20,47,19,0,2860
0,0,0,3,1,1,0,97,0,30,0,7,0,21,9,2,939
3,1,3,1,1,2,1,53,0,9745,2,2,20,10,4,2,2760
1,1,1,3,2,2,1,246,3,3201,2,5,7,1,20,2,2358
2,1,2,3,3,2,1,87,0,3228,3,1,20,41,23,1,2139
1,0,2,1,2,2,1,110,0,9599,0,4,21,33,20,2,4974
2,0,0,0,0,0,0,299,1,1326,3,5,9,9,19,1,1739
3,1,1,3,1,1,0,176,0,54,2,4,2,4,19,0,984
2,0,2,3,2,2,2,67,2,7188,0,4,24,14,1,2,4546
1,0,2,0,3,1,0,120,2,85,2,4,13,40,9,1,2950
0,0,0,0,2,1,1,50,2,34,0,7,23,27,2,1,2635
1,0,1,0,0,0,2,193,1,1041,1,5,16,4,1,1,913
1,1,3,0,0,2,1,132,1,5833,2,5,2,7,14,0,2099
1,1,2,2,1,2,0,215,2,112,1,4,19,17,15,1,2268
0,0,0,1,3,1,2,111,1,2,1,3,1,24,20,2,1466
3,1,1,2,1,2,1,221,0,7989,0,5,20,44,11,2,4056
3,1,0,1,2,1,0,235,1,12,3,5,8,47,18,0,2424
0,0,2,0,0,2,0,183,1,4553,1,5,2,38,1,0,3016
0,0,0,3,1,0,0,173,2,1613,0,5,4,44,24,1,2672
2,1,0,3,2,1,0,53,0,86,2,2,19,12,2,0,847
0,1,0,1,0,0,2,186,0,1789,1,2,13,17,21,0,868
1,0,2,0,1,1,0,189,0,27,1,2,1,40,6,0,1382
1,1,2,3,0,2,2,264,0,9242,2,3,19,46,20,2,2680
2,0,3,2,3,1,2,166,1,22,0,6,3,14,5,1,1116
2,0,1,0,3,1,2,179,1,10,0,3,3,36,14,0,1710
2,1,2,2,0,1,2,108,2,23,1,7,23,36,2,1,2752
1,0,3,0,3,0,0,169,1,885,3,3,5,34,13,1,1781
1,0,1,3,2,0,1,92,3,87,1,3,13,2,4,0,1415
0,0,1,3,3,2,0,146,1,2660,0,5,3,37,9,1,2265
2,1,2,1,3,1,2,162,0,14,3,4,1,32,2,1,1393
2,0,2,2,3,2,0,271,2,4416,2,2,11,25,9,1,2947
3,0,2,2,2,0,1,117,3,1364,0,5,13,2,8,0,2413
0,0,0,0,3,0,1,188,2,1116,3,2,20,28,6,0,2704
0,1,0,1,0,0,0,296,1,1060,2,5,6,17,9,1,1162
1,0,0,3,1,2,2,194,3,6246,3,3,21,32,8,1,2265
1,0,1,1,3,2,2,237,3,5866,3,5,0,4,4,2,4035
2,0,0,2,3,2,0,233,3,7978,0,7,16,21,14,2,2306
1,1,2,0,0,2,2,167,0,4093,3,6,19,31,5,1,1842
0,0,2,0,1,1,0,61,0,24,3,6,21,29,17,0,1803
1,0,1,3,2,1,0,54,0,90,2,2,9,2,1,2,938
2,0,3,3,2,1,0,120,3,43,2,5,18,30,24,1,2800
1,1,3,1,3,0,0,270,3,323,0,6,21,3,24,0,1472
3,0,2,1,1,1,2,162,0,73,2,3,16,26,16,0,1926
0,0,1,0,3,2,2,271,3,9584,1,4,16,42,1,2,4625
3,1,1,1,2,2,0,174,0,5899,1,4,9,41,15,1,1567
0,1,0,3,2,0,0,275,1,892,2,6,13,18,23,1,1598
0,1,2,2,1,1,0,248,0,86,2,1,15,15,15,1,932
0,0,1,1,0,0,0,230,1,1374,2,2,2,26,6,1,1094
0,1,2,3,1,2,2,97,3,4312,0,1,8,17,1,2,1272
1,0,0,2,0,2,0,179,2,6482,2,3,8,47,3,2,4561
2,0,1,0,2,1,2,72,0,92,3,6,23,11,18,2,2150
3,0,0,0,3,0,2,137,3,367,1,5,14,15,15,1,2310
1,1,2,0,2,1,0,166,0,6,3,3,14,44,7,2,1782
2,1,0,1,0,2,0,230,0,9598,1,6,16,37,0,0,4209
1,0,1,1,2,2,2,196,2,2580,1,2,12,49,1,2,2830
2,1,3,1,1,1,1,196,3,59,2,5,12,37,12,0,2066
0,1,3,2,3,2,0,71,3,3026,3,7,14,4,11,2,2404
0,0,3,1,0,2,0,286,3,7023,3,4,19,38,5,2,4846
1,0,1,0,3,1,0,129,0,93,1,6,16,39,21,2,1611
3,1,3,2,0,1,0,294,0,74,0,4,18,27,7,1,1125
2,0,3,0,1,2,1,105,2,4376,3,2,24,17,1,2,4335
3,0,1,2,1,0,1,113,0,1264,0,3,13,0,11,1,866
1,1,0,1,2,0,2,192,1,1580,0,3,12,24,17,1,1348
3,0,1,0,1,1,0,129,1,64,0,7,14,40,0,0,1741
1,0,2,3,2,1,0,128,2,55,1,6,7,20,1,2,2896
3,1,3,1,1,0,0,141,2,1338,2,2,2,15,4,0,2409
0,1,1,3,1,0,0,131,0,772,0,2,23,22,3,0,663
0,0,1,1,3,1,2,142,3,27,0,4,14,50,11,1,2096
2,1,2,2,1,2,2,141,2,2311,3,2,17,11,19,2,3683
0,1,1,0,1,2,0,196,3,1834,3,5,10,22,1,2,1713
2,0,3,0,3,1,1,142,1,35,0,2,8,46,0,1,1529
0,1,2,0,0,2,0,268,2,954,3,1,21,41,11,2,2387
3,1,1,3,2,2,2,172,0,5093,3,4,11,42,7,1,3913
0,0,2,3,0,2,0,186,1,9062,0,4,5,50,24,1,4068
1,1,2,0,2,2,1,285,2,9799,2,4,17,41,20,1,3149
1,1,1,3,3,2,0,168,3,7719,3,3,5,9,3,0,3676
0,1,3,3,3,0,0,232,1,488,3,7,17,14,11,2,1745
1,1,3,2,0,2,1,74,3,5122,3,4,15,39,12,2,3135
1,1,3,1,1,2,1,168,2,8771,1,6,2,0,22,2,4156
1,0,2,0,0,1,1,229,3,76,1,5,13,29,5,1,2033
2,1,0,0,0,0,2,130,1,1937,1,4,1,10,11,0,920
3,1,0,0,1,0,0,132,2,902,2,6,23,23,21,0,2902
3,0,1,3,0,2,0,109,3,7201,2,5,6,37,23,2,4513
0,1,3,3,2,2,2,90,0,3280,2,6,16,13,22,0,1350
0,1,1,3,1,2,0,211,3,1349,3,1,0,46,3,1,1630
1,1,0,0,3,0,2,51,1,994,3,4,15,39,0,1,1509
3,1,3,2,3,0,1,166,2,1903,3,7,11,36,20,0,4068
2,1,1,1,1,1,0,123,2,6,0,6,0,32,22,2,2578
2,1,1,0,3,2,1,290,2,626,2,2,16,2,5,0,2448
3,0,1,2,3,0,2,296,1,431,3,7,16,12,16,0,2660
2,0,0,3,2,1,1,240,3,60,2,4,12,9,4,1,2046
1,1,2,2,1,1,1,171,0,73,3,1,18,47,22,2,1519
2,1,3,0,1,2,1,142,3,7703,2,6,0,32,19,2,5162
3,1,3,3,0,0,0,173,0,1366,0,7,10,18,14,0,782
3,0,1,0,3,2,1,206,3,9611,1,4,1,10,16,0,4215
3,1,1,2,2,0,1,208,2,839,3,6,18,49,4,1,3865
2,0,3,0,0,1,0,56,3,77,2,7,23,44,3,0,2376
0,0,1,2,3,1,1,292,0,77,2,7,5,24,14,1,1592
1,1,0,0,1,1,1,98,1,77,3,3,8,19,2,2,1351
3,0,1,2,0,1,0,179,2,69,1,4,6,33,9,2,2722
3,1,0,3,0,0,2,253,0,1484,2,6,6,29,22,1,1593
3,1,1,0,0,0,2,175,0,362,3,1,10,39,15,0,1247
1,1,1,3,1,1,1,98,2,30,1,6,8,11,4,2,2229
3,0,0,3,1,1,1,216,2,13,2,5,12,11,8,2,3009
0,1,1,3,3,2,2,171,0,1219,0,4,18,22,23,1,783
3,1,2,3,0,0,2,249,3,1802,2,1,3,6,17,1,1538
1,1,0,2,1,0,1,255,2,1523,2,2,10,36,10,1,2326
2,0,1,2,2,0,2,149,3,609,2,2,1,46,10,0,2762
3,0,0,2,3,0,1,67,1,1331,2,6,15,42,8,1,2676
2,1,0,2,3,2,2,69,0,654,1,3,11,43,22,1,1515
0,1,2,2,3,1,1,158,3,45,3,3,14,40,18,0,2232
2,0,3,1,1,1,0,275,1,67,3,5,16,29,24,1,2090
0,1,3,0,2,2,2,286,3,8869,3,4,13,48,17,2,4116
1,0,1,0,2,1,0,103,3,0,3,3,10,2,22,0,1642
3,1,2,3,3,0,2,127,1,670,3,2,16,23,11,0,1536
2,1,2,1,0,0,0,228,3,1262,0,3,4,20,22,1,1807
2,1,0,0,0,2,2,299,3,1471,3,2,5,6,20,2,2065
2,0,3,2,0,1,1,241,0,8,0,2,6,17,1,2,1124
1,0,3,3,3,0,0,86,3,884,1,6,20,40,1,2,2227
2,1,0,3,3,0,2,102,1,1060,2,2,2,32,0,0,1322
1,0,0,2,2,0,1,84,2,1537,3,2,22,23,10,2,2999
3,1,1,2,1,2,1,147,2,4171,3,7,11,49,13,2,4893
2,1,2,2,1,0,1,97,3,240,3,4,15,28,10,1,2264
3,1,0,3,3,2,0,98,2,8308,2,5,15,23,9,2,4847
3,0,2,1,1,2,2,203,2,4987,1,7,3,31,0,1,4998
0,1,1,2,1,0,1,183,0,1869,2,5,0,0,22,2,1358
0,0,1,0,0,1,2,204,1,33,1,7,14,7,16,2,1062
2,1,3,3,0,2,1,181,3,6879,3,2,16,5,10,1,2805
2,1,0,3,1,2,2,234,2,1815,0,1,2,15,15,0,2181
1,0,2,0,3,2,1,241,3,8898,1,7,11,0,9,1,5592
0,0,1,3,1,1,1,204,3,14,1,5,19,42,13,2,2453
3,1,3,1,2,2,1,100,3,3633,0,5,5,27,0,2,2133
1,1,2,3,3,0,2,194,3,1285,2,4,23,35,3,0,1933
2,1,2,1,1,1,1,189,0,7,0,1,20,30,1,0,1104
1,0,1,0,3,0,2,162,3,1778,3,7,24,28,12,1,2583
1,1,2,1,2,0,1,206,3,1896,1,7,4,36,9,2,2694
1,1,2,1,2,1,0,247,0,19,2,6,3,35,22,2,1961
1,1,2,2,1,2,2,225,0,5539,0,2,22,3,2,2,1923
0,0,1,1,1,0,0,256,2,1652,3,4,15,45,17,1,2912
2,1,3,1,0,1,2,195,2,37,1,6,1,46,18,0,2808
0,1,1,1,1,0,2,112,0,1703,0,6,6,20,0,2,1098
3,0,3,1,3,1,1,124,3,46,2,5,6,33,6,2,2916
1,0,1,1,0,0,0,182,2,1970,3,1,8,17,11,0,2145
3,1,2,2,1,0,2,167,0,12,1,2,11,27,9,2,1330
1,0,3,0,1,1,2,180,3,74,2,3,12,13,19,0,1813
3,0,0,2,2,1,2,202,3,19,0,3,6,31,9,1,2391
3,1,2,2,2,0,2,254,2,1681,2,3,24,30,7,0,3268
3,1,0,1,2,2,2,70,3,7640,1,1,23,32,13,2,3528
1,0,3,1,3,2,1,116,2,6653,0,2,7,8,18,2,4395
1,0,3,0,1,0,0,276,1,1130,3,5,9,23,4,2,1880
2,1,1,1,3,0,0,224,2,313,3,3,14,49,15,2,3088
0,1,0,2,3,1,0,243,3,86,3,3,8,48,6,1,1730
2,1,1,0,3,2,0,160,1,4730,2,5,15,19,23,2,2617
1,1,3,2,2,1,0,256,1,15,2,7,2,17,18,2,1817
0,1,2,3,0,1,1,191,2,68,3,7,0,3,1,0,2199
0,1,0,0,0,1,1,298,0,63,2,6,4,49,1,0,1429
3,1,3,0,0,0,0,116,2,977,3,2,15,10,5,1,1904
3,1,0,1,2,2,2,214,0,9965,1,1,15,27,16,2,3804
3,1,1,0,0,0,1,272,2,1507,0,2,9,49,17,1,2862
0,1,1,0,0,0,0,161,3,1490,3,1,0,42,8,2,1426
0,1,0,3,2,1,2,186,3,62,2,7,17,24,10,1,2165
0,0,1,0,0,0,0,176,1,1873,0,2,10,21,15,2,1020
1,1,3,1,0,1,0,204,3,54,3,3,13,44,20,0,1960
3,0,2,3,2,2,2,188,2,4992,1,2,11,27,14,2,5340
1,1,2,1,0,2,0,159,3,475,2,6,15,35,4,0,1746
0,0,1,2,0,1,0,284,3,55,3,4,3,47,1,0,2056
1,1,3,3,2,2,2,123,2,2336,1,1,8,39,3,0,3112
1,1,2,3,3,1,1,265,1,45,3,1,22,2,0,1,1102
0,0,0,0,2,2,2,275,0,3976,1,2,12,28,1,2,1188
2,1,2,0,2,0,0,157,1,1884,3,1,22,48,16,2,1993
1,0,0,0,0,2,2,76,1,5776,0,4,15,34,20,2,3135
1,1,0,1,2,1,2,106,3,25,0,7,22,35,17,1,1944
2,0,3,3,0,0,0,131,1,789,1,7,13,7,4,0,1248
0,1,2,2,1,1,2,111,3,26,1,2,23,32,1,2,1502
3,1,2,3,1,1,1,136,1,71,2,7,12,15,10,2,2190
3,0,0,3,2,0,1,283,2,515,1,1,3,17,9,1,3121
2,0,3,2,2,0,0,238,2,1242,0,1,14,25,16,1,2543
3,0,1,1,2,0,0,191,0,1864,3,6,20,9,20,0,2443
0,0,0,0,2,0,1,141,3,1835,2,4,23,12,24,2,2043
1,1,2,3,2,1,1,254,3,39,2,7,20,6,11,1,2193
1,0,0,3,3,0,1,258,1,488,2,7,7,14,2,0,1804
3,1,1,1,0,0,1,107,0,435,2,2,22,32,7,0,1107
2,0,3,1,0,2,0,267,1,2110,1,1,3,13,10,1,1861
1,0,2,1,2,0,0,69,0,47,3,2,6,21,18,0,1110
3,0,0,1,1,1,1,261,3,14,0,7,20,35,22,1,2519
3,1,2,2,0,0,1,110,2,1871,3,1,10,25,11,2,2482
0,0,0,0,0,0,0,115,3,72,2,3,6,27,15,1,1363
1,1,1,0,2,2,0,72,1,8521,3,2,23,44,19,2,3645
0,0,1,1,2,1,1,77,0,27,3,6,6,3,11,2,1678
2,0,2,0,0,2,2,274,2,5958,2,1,0,29,9,0,2738
2,0,1,1,0,0,1,60,3,1726,1,5,2,4,16,1,1741
1,1,0,1,0,1,0,166,1,17,1,7,16,5,0,0,898
0,1,2,3,0,0,1,274,1,549,3,7,23,35,18,1,2181
1,1,0,2,1,0,0,61,3,1696,1,7,12,23,14,0,1963
0,0,3,1,2,0,1,218,0,1479,3,5,13,32,3,1,1893
3,1,1,2,0,0,0,209,3,967,2,3,19,5,10,2,1528
2,0,1,1,0,2,0,194,2,8192,2,4,15,45,17,0,6637
0,1,3,1,2,2,0,293,2,3257,3,2,7,1,8,0,2484
0,1,3,2,3,1,1,204,2,77,2,6,6,33,24,0,2565
2,1,1,1,0,0,2,239,3,1405,2,4,11,15,14,1,1760
2,0,3,0,3,0,1,124,0,1979,0,6,13,37,17,2,1860
2,0,1,2,1,0,1,259,1,317,2,6,18,46,5,0,2170
3,1,3,1,2,1,2,228,2,67,2,1,12,26,22,1,2942
1,1,3,0,1,2,0,257,1,35,3,3,21,37,10,0,1562
3,0,0,3,2,0,0,181,0,279,0,7,10,30,14,1,1746
0,0,0,3,0,2,1,207,2,9366,3,3,4,32,24,2,4734
3,0,0,2,2,0,0,127,0,1648,3,3,3,41,9,1,1903
0,1,0,0,0,1,1,183,1,28,1,5,14,15,6,0,903
3,1,3,0,3,0,2,151,3,1935,0,4,7,9,14,1,1829
3,1,0,1,2,1,0,211,1,72,1,6,14,46,20,0,2041
0,0,1,1,1,1,2,239,2,92,2,5,8,1,9,0,2234
1,0,3,1,3,1,1,99,3,13,1,7,10,33,16,1,2167
0,0,3,3,1,1,1,236,2,72,0,5,11,21,4,0,2426
1,1,1,0,2,1,1,103,3,8,0,2,14,31,7,0,1770
0,1,2,0,1,1,2,173,1,6,2,5,11,33,7,2,1580
2,0,1,0,0,0,1,64,3,1279,0,7,21,13,16,0,1869
3,1,0,2,3,1,0,261,2,98,0,7,19,29,24,0,2575
1,0,1,3,1,1,2,114,3,80,0,4,19,5,4,2,1397
3,1,3,1,3,2,1,290,0,599,3,5,19,41,7,1,2145
2,0,3,3,2,2,0,186,1,9004,1,2,12,35,20,0,4314
2,1,2,0,0,0,2,96,2,192,0,6,9,32,3,2,2215
3,0,2,1,2,0,0,133,3,287,3,5,18,29,9,0,3501
2,0,0,0,2,2,2,140,0,9528,1,2,19,35,8,1,3933
2,0,3,0,3,2,2,125,1,1507,3,5,8,49,4,0,2554
1,0,0,3,0,2,0,247,2,9098,0,1,18,26,8,1,4300
2,0,2,2,3,0,0,142,3,1202,1,5,12,41,9,1,2577
3,1,3,3,3,2,2,64,2,6797,2,5,24,1,0,2,3422
1,0,0,3,0,0,0,213,2,1864,3,2,19,10,14,2,2220
0,1,0,0,1,0,1,253,1,475,0,6,20,1,17,1,1213
2,0,0,1,1,2,2,236,0,7608,2,7,2,31,13,0,3904
2,1,2,3,0,1,0,191,0,85,0,4,20,34,17,0,1097
1,1,2,2,2,0,1,144,1,479,0,5,22,10,22,1,1466
0,1,0,3,2,2,0,118,2,5457,1,5,11,8,24,1,3728
1,1,3,2,0,1,1,284,0,77,0,5,18,1,10,2,869
0,1,0,2,3,0,0,215,2,1488,2,3,4,11,0,1,2067
2,1,1,3,3,2,2,89,1,6229,0,2,20,1,11,1,2922
2,1,0,1,0,0,2,132,2,1608,2,3,6,40,11,0,2452
1,1,1,1,0,1,1,264,3,58,2,1,6,3,17,0,1271
3,0,0,3,3,1,0,238,3,44,0,2,13,47,15,1,2342
1,1,3,2,1,0,0,146,3,793,1,2,23,47,8,1,1954
2,0,2,2,1,1,2,50,2,16,2,6,23,33,20,0,3676
0,0,1,1,3,1,2,154,2,16,2,4,2,13,22,1,2416
1,1,2,0,3,1,0,132,2,50,3,5,9,36,24,0,2553
2,0,0,2,1,2,1,176,0,2154,1,1,19,44,24,2,1451
0,1,3,0,1,0,1,250,2,188,0,3,12,21,21,1,2079
0,0,0,0,2,2,1,249,0,7026,1,6,9,23,1,2,3318
0,0,2,2,2,1,0,174,0,20,3,5,15,18,13,2,1730
3,0,0,3,2,0,1,204,0,627,1,6,22,48,3,2,2435
3,1,2,1,3,1,0,280,0,6,0,3,6,34,20,1,1571
1,1,2,2,0,2,2,266,1,4676,2,2,2,3,22,2,1259
0,1,3,0,3,0,1,162,2,459,2,5,1,32,19,1,2550
3,1,3,2,1,0,1,113,2,791,0,6,3,12,19,2,2772
0,1,0,3,1,1,0,75,2,78,1,5,4,44,19,2,2093
0,1,0,3,0,1,2,103,1,18,0,5,8,43,10,0,937
2,0,2,2,2,1,0,217,0,17,2,6,17,44,17,2,2496
3,0,2,3,2,0,0,97,0,1991,0,5,20,4,18,0,1496
0,1,1,1,2,2,2,219,0,2511,2,3,11,26,20,1,1555
1,1,1,0,1,2,2,274,3,1548,0,4,15,11,22,1,2044
3,1,2,2,1,2,2,254,0,3514,2,4,12,39,19,2,2066
3,1,3,2,1,2,0,218,3,6505,3,6,23,24,0,1,2400
2,0,1,2,1,2,1,56,1,8610,1,7,20,9,9,0,1852
1,0,2,3,3,2,1,204,3,6452,1,7,15,27,3,1,4814
2,1,2,3,2,0,2,104,2,989,2,3,9,35,5,0,2584
1,1,2,2,3,0,2,93,3,1974,3,6,4,46,9,1,2614
2,1,3,0,0,2,0,63,3,9779,3,4,11,19,21,0,5409
2,0,0,1,3,0,0,67,3,745,1,6,11,13,18,1,1971
1,1,3,0,1,0,2,74,0,1568,0,6,19,42,19,0,1423
2,0,3,3,2,0,2,136,2,905,0,5,1,6,17,1,2779
2,1,3,0,0,1,1,116,0,32,0,2,24,32,11,2,1034
1,0,1,2,2,0,1,181,0,963,3,4,5,44,23,0,2093
3,1,0,2,2,0,2,60,3,1091,1,7,17,35,6,0,2574
0,0,2,0,0,1,1,117,2,38,1,2,1,23,18,1,2034
0,0,0,0,0,1,2,135,0,14,3,3,9,35,23,0,1294
3,0,3,3,2,0,0,256,2,1470,1,7,17,38,0,1,3752
3,0,2,1,3,0,2,78,2,1021,0,4,3,46,8,0,3273
1,1,3,1,0,0,0,164,0,1801,3,3,5,10,20,1,931
0,0,1,2,2,0,2,248,2,1775,3,6,16,41,3,0,3493
1,0,0,0,1,0,2,225,3,93,0,2,2,21,9,0,1493
1,1,2,3,0,1,0,250,1,73,2,2,2,15,5,2,1133
3,0,1,3,1,2,0,220,1,2511,0,2,0,30,15,1,2139
2,1,3,1,2,1,1,283,3,4,1,6,10,2,0,0,2050
2,0,3,3,1,0,2,185,2,1244,2,3,17,9,3,1,2609
1,1,2,2,0,2,1,69,2,8136,3,6,24,6,16,0,2404
3,1,3,0,0,2,1,180,3,1101,0,4,12,46,18,2,1929
0,0,1,0,2,2,2,223,3,2478,2,7,24,41,2,1,2803
0,1,0,2,1,1,0,53,3,47,0,6,20,18,3,0,1284
1,1,3,3,0,2,2,67,3,2162,1,4,15,17,3,0,1526
0,1,0,1,3,2,2,162,3,844,3,4,10,42,11,2,2014
0,0,3,1,2,1,0,229,3,77,3,2,2,44,20,2,2334
3,1,1,2,2,1,1,259,2,8,3,6,11,15,19,2,3579
1,1,2,2,2,0,1,277,2,78,0,2,6,46,6,2,2838
3,0,3,0,2,2,0,161,1,3699,2,3,4,22,10,1,2946
3,0,3,1,1,1,1,277,1,29,3,1,3,10,18,2,1627
2,1,3,2,2,1,0,272,2,40,3,3,20,6,9,1,2643
